Date,NumberOfTrips,PRCP,SNWD,SNOW,Temp,Holiday,Weekday
2/9/2014,9088,0.1,7.9,1.2,26,FALSE,FALSE
2/10/2014,4336,0,9.8,0,25,FALSE,TRUE
2/11/2014,1220,0,9.8,0,21,FALSE,TRUE
2/12/2014,7113,0,9.8,0,19,FALSE,TRUE
2/13/2014,8271,1.78,11.8,9.5,30,FALSE,TRUE
2/14/2014,5199,0.3,18.1,3,35.5,FALSE,TRUE
2/15/2014,3446,0.13,18.1,1.6,32,FALSE,FALSE
2/16/2014,8414,0,18.1,0,25.5,FALSE,FALSE
2/17/2014,5723,0,16.9,0,25,TRUE,TRUE
2/18/2014,5950,0.16,18.1,1.5,32.5,FALSE,TRUE
2/19/2014,9849,0.26,16.9,0,39.5,FALSE,TRUE
2/20/2014,404,0.03,15,0,44,FALSE,TRUE
2/21/2014,7978,0.09,13,0,42.5,FALSE,TRUE
2/22/2014,7381,0,9.8,0,47,FALSE,FALSE
2/23/2014,8488,0,9.1,0,48.5,FALSE,FALSE
2/24/2014,4087,0,5.9,0,35.5,FALSE,TRUE
2/25/2014,1471,0,5.9,0,28.5,FALSE,TRUE
2/26/2014,1705,0.03,5.9,0.2,25.5,FALSE,TRUE
2/27/2014,7702,0,5.9,0,24,FALSE,TRUE
2/28/2014,4427,0,5.9,0,16.5,FALSE,TRUE
3/1/2014,987,0,5.9,0,28.5,FALSE,FALSE
3/2/2014,9936,0,5.1,0,36,FALSE,FALSE
3/3/2014,8209,0.04,5.1,0.1,24.5,FALSE,TRUE
3/4/2014,553,0,5.1,0,21,FALSE,TRUE
3/5/2014,7818,0,3.9,0,32.5,FALSE,TRUE
3/6/2014,2051,0,3.9,0,23.5,FALSE,TRUE
3/7/2014,540,0,3.9,0,31.5,FALSE,TRUE
3/8/2014,3544,0,3.1,0,46,FALSE,FALSE
3/9/2014,7219,0,2,0,40,FALSE,FALSE
3/10/2014,6412,0,1.2,0,43.5,FALSE,TRUE
3/11/2014,1755,0,0,0,55.5,FALSE,TRUE
3/12/2014,3709,0.35,0,0,44,FALSE,TRUE
3/13/2014,8870,0,0,0,25,FALSE,TRUE
3/14/2014,3126,0,0,0,34,FALSE,TRUE
3/15/2014,3078,0,0,0,50,FALSE,FALSE
3/16/2014,5261,0,0,0,36,FALSE,FALSE
3/17/2014,8704,0,0,0,29,FALSE,TRUE
3/18/2014,4818,0,0,0,35.5,FALSE,TRUE
3/19/2014,3338,0.92,0,0,39,FALSE,TRUE
3/20/2014,761,0,0,0,47,FALSE,TRUE
3/21/2014,9366,0,0,0,45,FALSE,TRUE
3/22/2014,6196,0,0,0,52,FALSE,FALSE
3/23/2014,4777,0,0,0,34.5,FALSE,FALSE
3/24/2014,6426,0,0,0,28,FALSE,TRUE
3/25/2014,8368,0,0,0,32.5,FALSE,TRUE
3/26/2014,7802,0,0,0,30,FALSE,TRUE
3/27/2014,3514,0,0,0,33,FALSE,TRUE
3/28/2014,3959,0.04,0,0,49.5,FALSE,TRUE
3/29/2014,1024,1.81,0,0,51,FALSE,FALSE
3/30/2014,8436,0.35,0,0,44,FALSE,FALSE
3/31/2014,3286,0.16,0,0,46,FALSE,TRUE
4/1/2014,5950,0,0,0,49.5,FALSE,TRUE
4/2/2014,7951,0,0,0,48,FALSE,TRUE
4/3/2014,8850,0.07,0,0,56.5,FALSE,TRUE
4/4/2014,1409,0.21,0,0,43.5,FALSE,TRUE
4/5/2014,5516,0,0,0,47,FALSE,FALSE
4/6/2014,9301,0,0,0,48.5,FALSE,FALSE
4/7/2014,9554,0.52,0,0,48,FALSE,TRUE
4/8/2014,8394,0.34,0,0,55,FALSE,TRUE
4/9/2014,6928,0,0,0,53,FALSE,TRUE
4/10/2014,3887,0,0,0,50,FALSE,TRUE
4/11/2014,943,0,0,0,65.5,FALSE,TRUE
4/12/2014,7161,0,0,0,61.5,FALSE,FALSE
4/13/2014,771,0,0,0,65.5,FALSE,FALSE
4/14/2014,3429,0,0,0,67,FALSE,TRUE
4/15/2014,6527,0.71,0,0,48,FALSE,TRUE
4/16/2014,2588,0.05,0,0,40,FALSE,TRUE
4/17/2014,1837,0,0,0,42,FALSE,TRUE
4/18/2014,8410,0,0,0,42,FALSE,TRUE
4/19/2014,1580,0,0,0,54.5,FALSE,FALSE
4/20/2014,8452,0,0,0,52.5,FALSE,FALSE
4/21/2014,7919,0,0,0,54,FALSE,TRUE
4/22/2014,8320,0.01,0,0,61,FALSE,TRUE
4/23/2014,4267,0,0,0,52.5,FALSE,TRUE
4/24/2014,5831,0,0,0,52,FALSE,TRUE
4/25/2014,6963,0.02,0,0,53.5,FALSE,TRUE
4/26/2014,632,0.92,0,0,56.5,FALSE,FALSE
4/27/2014,2767,0,0,0,53,FALSE,FALSE
4/28/2014,8394,0,0,0,56,FALSE,TRUE
4/29/2014,9984,0.03,0,0,47.5,FALSE,TRUE
4/30/2014,4922,4.97,0,0,46.5,FALSE,TRUE
1/1/2015,8353,0,0,0,33,TRUE,TRUE
1/2/2015,9793,0,0,0,38.5,FALSE,TRUE
1/3/2015,6657,0.71,0,0,37.5,FALSE,FALSE
1/4/2015,4439,0.3,0,0,48.5,FALSE,FALSE
1/5/2015,9467,0,0,0,35,FALSE,TRUE
1/6/2015,6170,0.05,0,1,20.5,FALSE,TRUE
1/7/2015,9812,0,1.2,0,16,FALSE,TRUE
1/8/2015,6919,0,0,0,14.5,FALSE,TRUE
1/9/2015,8693,0.07,0,1.5,26,FALSE,TRUE
1/10/2015,3576,0,1.2,0,19.5,FALSE,FALSE
1/11/2015,3325,0,1.2,0,27.5,FALSE,FALSE
1/12/2015,735,0.36,0,0,37,FALSE,TRUE
1/13/2015,3416,0,0,0,26.5,FALSE,TRUE
1/14/2015,9249,0,0,0,24,FALSE,TRUE
1/15/2015,9109,0,0,0,30,FALSE,TRUE
1/16/2015,2339,0,0,0,31.5,FALSE,TRUE
1/17/2015,634,0,0,0,24.5,FALSE,FALSE
1/18/2015,2990,2.1,0,0,36.5,FALSE,FALSE
1/19/2015,6909,0,0,0,39,TRUE,TRUE
1/20/2015,9276,0,0,0,36,FALSE,TRUE
1/21/2015,4493,0,0,0,30.5,FALSE,TRUE
1/22/2015,8632,0,0,0,35.5,FALSE,TRUE
1/23/2015,6364,0,0,0,33.5,FALSE,TRUE
1/24/2015,4429,0.72,3.1,3.6,36,FALSE,FALSE
1/25/2015,6182,0,2,0,36.5,FALSE,FALSE
1/26/2015,6129,0.48,2,5.5,26.5,FALSE,TRUE
1/27/2015,1567,0.36,7.9,4.3,25,FALSE,TRUE
1/28/2015,3327,0,7.9,0,25,FALSE,TRUE
1/29/2015,1825,0.02,5.9,0,27.5,FALSE,TRUE
1/30/2015,2352,0.06,7.1,1,28.5,FALSE,TRUE
1/31/2015,8334,0,7.1,0,19.5,FALSE,FALSE
2/1/2015,3263,0.03,5.9,0.3,28,FALSE,FALSE
2/2/2015,4808,1.02,7.1,5,24,FALSE,TRUE
2/3/2015,783,0,7.9,0,19.5,FALSE,TRUE
2/4/2015,3385,0,7.9,0,33.5,FALSE,TRUE
2/5/2015,2147,0,7.9,0,28,FALSE,TRUE
2/6/2015,2057,0,7.9,0,19.5,FALSE,TRUE
2/7/2015,4650,0.02,7.9,0,32.5,FALSE,FALSE
2/8/2015,7839,0,7.9,0,33,FALSE,FALSE
2/9/2015,8086,0.09,7.9,0,27,FALSE,TRUE
2/10/2015,8166,0.01,7.9,0.1,33,FALSE,TRUE
2/11/2015,8247,0,7.9,0,28,FALSE,TRUE
2/12/2015,8574,0,7.9,0,28,FALSE,TRUE
2/13/2015,9907,0,7.9,0,14.5,FALSE,TRUE
2/14/2015,2852,0.02,7.9,0.9,24,FALSE,FALSE
2/15/2015,8074,0,9.1,0,14.5,FALSE,FALSE
2/16/2015,7537,0,9.1,0,12,TRUE,TRUE
2/17/2015,5198,0.14,11.8,3.3,20.5,FALSE,TRUE
2/18/2015,5778,0,9.1,0,26,FALSE,TRUE
2/19/2015,7653,0,9.1,0,17.5,FALSE,TRUE
2/20/2015,7813,0,9.1,0,10.5,FALSE,TRUE
2/21/2015,4081,0.61,9.1,3,22.5,FALSE,FALSE
2/22/2015,3561,0.1,13,1,37.5,FALSE,FALSE
2/23/2015,5996,0,11.8,0,23,FALSE,TRUE
2/24/2015,9332,0,11.8,0,14,FALSE,TRUE
2/25/2015,8175,0,11.8,0,28.5,FALSE,TRUE
2/26/2015,4529,0,11,0,26.5,FALSE,TRUE
2/27/2015,8677,0,11,0,24,FALSE,TRUE
2/28/2015,9221,0,11,0,21,FALSE,FALSE
3/1/2015,1867,0.52,9.8,4.8,27.5,FALSE,FALSE
3/2/2015,4123,0,15,0,33,FALSE,TRUE
3/3/2015,9378,0.67,14.2,1.8,29.5,FALSE,TRUE
3/4/2015,4705,0.25,13,0,40,FALSE,TRUE
3/5/2015,4701,0.76,13,7.5,29.5,FALSE,TRUE
3/6/2015,9431,0,18.9,0,19.5,FALSE,TRUE
3/7/2015,1385,0,18.1,0,28,FALSE,FALSE
3/8/2015,5416,0,16.1,0,43,FALSE,FALSE
3/9/2015,8132,0.01,13,0,47,FALSE,TRUE
3/10/2015,9218,0.46,11,0,46,FALSE,TRUE
3/11/2015,3842,0.01,5.9,0,51.5,FALSE,TRUE
3/12/2015,5059,0,3.9,0,41.5,FALSE,TRUE
3/13/2015,1927,0,2,0,37,FALSE,TRUE
3/14/2015,3713,0.81,1.2,0,45.5,FALSE,FALSE
3/15/2015,3482,0,0,0,40,FALSE,FALSE
3/16/2015,7893,0,0,0,43.5,FALSE,TRUE
3/17/2015,6759,0.02,0,0,45.5,FALSE,TRUE
3/18/2015,5749,0,0,0,34,FALSE,TRUE
3/19/2015,2594,0,0,0,36,FALSE,TRUE
3/20/2015,1350,0.4,0,4.5,33.5,FALSE,TRUE
3/21/2015,3540,0,5.1,0,38,FALSE,FALSE
3/22/2015,4220,0,0,0,35.5,FALSE,FALSE
3/23/2015,6374,0,0,0,30.5,FALSE,TRUE
3/24/2015,6404,0,0,0,35.5,FALSE,TRUE
3/25/2015,902,0.05,0,0,41.5,FALSE,TRUE
3/26/2015,2459,0.32,0,0,52,FALSE,TRUE
3/27/2015,861,0.27,0,0,42.5,FALSE,TRUE
3/28/2015,4143,0,0,0,33,FALSE,FALSE
3/29/2015,6074,0,0,0,35.5,FALSE,FALSE
3/30/2015,5688,0,0,0,45,FALSE,TRUE
3/31/2015,5826,0.17,0,0,41,FALSE,TRUE
4/1/2015,690,0,0,0,41.5,FALSE,TRUE
4/2/2015,7878,0,0,0,54,FALSE,TRUE
4/3/2015,5036,0.04,0,0,61.5,FALSE,TRUE
4/4/2015,8018,0.01,0,0,51,FALSE,FALSE
4/5/2015,8090,0,0,0,51.5,FALSE,FALSE
4/6/2015,1995,0,0,0,52.5,FALSE,TRUE
4/7/2015,9198,0.15,0,0,52,FALSE,TRUE
4/8/2015,5975,0,0,0,41,FALSE,TRUE
4/9/2015,8543,0,0,0,40,FALSE,TRUE
4/10/2015,8611,0.17,0,0,47.5,FALSE,TRUE
4/11/2015,6368,0,0,0,50.5,FALSE,FALSE
4/12/2015,3434,0,0,0,54.5,FALSE,FALSE
4/13/2015,8425,0,0,0,59,FALSE,TRUE
4/14/2015,9202,0.01,0,0,60,FALSE,TRUE
4/15/2015,413,0,0,0,61.5,FALSE,TRUE
4/16/2015,635,0,0,0,58,FALSE,TRUE
4/17/2015,6153,0.08,0,0,63,FALSE,TRUE
4/18/2015,7484,0,0,0,69.5,FALSE,FALSE
4/19/2015,9438,0,0,0,56,FALSE,FALSE
4/20/2015,881,1.37,0,0,51.5,FALSE,TRUE
4/21/2015,6613,0.2,0,0,58.5,FALSE,TRUE
4/22/2015,3846,0.05,0,0,58.5,FALSE,TRUE
4/23/2015,976,0,0,0,46.5,FALSE,TRUE
4/24/2015,2182,0,0,0,45.5,FALSE,TRUE
4/25/2015,1455,0,0,0,50,FALSE,FALSE
4/26/2015,1051,0,0,0,55,FALSE,FALSE
4/27/2015,2353,0,0,0,55.5,FALSE,TRUE
4/28/2015,5287,0,0,0,60.5,FALSE,TRUE
4/29/2015,674,0,0,0,64,FALSE,TRUE
4/30/2015,521,0,0,0,57.5,FALSE,TRUE

