Date,NumberOfTrips,PRCP,SNWD,SNOW,Temp,Holiday,Weekday
11/17/2015,5437,0,0,0,46,FALSE,TRUE
11/18/2015,9412,0,0,0,52,FALSE,TRUE
11/19/2015,8380,1.25,0,0,60.5,FALSE,TRUE
11/20/2015,6838,0,0,0,55,FALSE,TRUE
11/21/2015,3832,0,0,0,47.5,FALSE,FALSE
11/22/2015,5205,0.03,0,0,48.5,FALSE,FALSE
11/23/2015,1012,0,0,0,38.5,FALSE,TRUE
11/24/2015,3788,0,0,0,39,FALSE,TRUE
11/25/2015,4359,0,0,0,43,FALSE,TRUE
11/26/2015,1253,0,0,0,50.5,TRUE,TRUE
11/27/2015,1130,0,0,0,57.5,TRUE,TRUE
11/28/2015,7154,0.02,0,0,54.5,FALSE,FALSE
11/29/2015,5102,0,0,0,43.5,FALSE,FALSE
11/30/2015,6559,0,0,0,40,FALSE,TRUE
12/1/2015,6928,0.33,0,0,47.5,FALSE,TRUE
12/2/2015,1520,0.14,0,0,51.5,FALSE,TRUE
12/3/2015,2765,0,0,0,49.5,FALSE,TRUE
12/4/2015,7985,0,0,0,46.5,FALSE,TRUE
12/5/2015,7933,0,0,0,45.5,FALSE,FALSE
12/6/2015,3258,0,0,0,46,FALSE,FALSE
12/7/2015,2604,0,0,0,48,FALSE,TRUE
12/8/2015,8363,0,0,0,45,FALSE,TRUE
12/9/2015,8611,0,0,0,47.5,FALSE,TRUE
12/10/2015,7741,0,0,0,55.5,FALSE,TRUE
12/11/2015,943,0,0,0,55.5,FALSE,TRUE
12/12/2015,7278,0,0,0,60.5,FALSE,FALSE
12/13/2015,2619,0,0,0,61,FALSE,FALSE
12/14/2015,9716,0.33,0,0,60,FALSE,TRUE
12/15/2015,9035,0.09,0,0,60.5,FALSE,TRUE
12/16/2015,4264,0.04,0,0,49.5,FALSE,TRUE
12/17/2015,532,1.21,0,0,54.5,FALSE,TRUE
12/18/2015,4814,0,0,0,47.5,FALSE,TRUE
12/19/2015,620,0,0,0,37.5,FALSE,FALSE
12/20/2015,9254,0,0,0,38.5,FALSE,FALSE
12/21/2015,9537,0,0,0,47.5,FALSE,TRUE
12/22/2015,2902,0.19,0,0,57.5,FALSE,TRUE
12/23/2015,3703,1.55,0,0,58,FALSE,TRUE
12/24/2015,4704,0.01,0,0,67.5,TRUE,TRUE
12/25/2015,4968,0.01,0,0,61.5,TRUE,TRUE
12/26/2015,9579,0,0,0,53,FALSE,FALSE
12/27/2015,5614,0.12,0,0,53.5,FALSE,FALSE
12/28/2015,3478,0.03,0,0,40,FALSE,TRUE
12/29/2015,2228,0.45,0,0,40,FALSE,TRUE
12/30/2015,1598,0.19,0,0,43,FALSE,TRUE
12/31/2015,5970,0.03,0,0,45,FALSE,TRUE

